,date,home_team,away_team,home_score,away_score
501,2024-03-21,Cape Verde,Guyana,1.0,0.0
502,2024-03-21,Panama,Mexico,0.0,3.0
503,2024-03-21,United States,Jamaica,3.0,1.0
504,2024-03-21,Bosnia and Herzegovina,Ukraine,1.0,2.0
505,2024-03-21,Qatar,Kuwait,3.0,0.0
506,2024-03-21,Japan,North Korea,1.0,0.0
507,2024-03-21,South Korea,Thailand,1.0,1.0
508,2024-03-21,Iran,Turkmenistan,5.0,0.0
509,2024-03-21,Hong Kong,Uzbekistan,0.0,2.0
510,2024-03-21,Iraq,Philippines,1.0,0.0
511,2024-03-21,Pakistan,Jordan,0.0,3.0
512,2024-03-21,Saudi Arabia,Tajikistan,1.0,0.0
513,2024-03-21,Australia,Lebanon,2.0,0.0
514,2024-03-21,Ecuador,Guatemala,2.0,0.0
515,2024-03-21,Portugal,Sweden,5.0,2.0
516,2024-03-22,Algeria,Bolivia,3.0,2.0
517,2024-03-22,Egypt,New Zealand,1.0,0.0
518,2024-03-22,Argentina,El Salvador,3.0,0.0
519,2024-03-22,Hungary,Turkey,1.0,0.0
520,2024-03-22,Morocco,Angola,1.0,0.0
521,2024-03-22,Netherlands,Scotland,4.0,0.0
522,2024-03-22,Nigeria,Ghana,2.0,1.0
523,2024-03-22,Norway,Czech Republic,1.0,2.0
524,2024-03-22,Senegal,Gabon,3.0,0.0
525,2024-03-22,Spain,Colombia,0.0,1.0
526,2024-03-23,Tunisia,Croatia,0.0,0.0
527,2024-03-23,Canada,Trinidad and Tobago,2.0,0.0
528,2024-03-23,Denmark,Switzerland,0.0,0.0
529,2024-03-23,England,Brazil,0.0,1.0
530,2024-03-23,France,Germany,0.0,2.0
531,2024-03-23,Ivory Coast,Benin,2.0,2.0
532,2024-03-23,Republic of Ireland,Belgium,0.0,0.0
533,2024-03-23,Slovakia,Austria,0.0,2.0
534,2024-03-24,Jamaica,Panama,1.0,0.0
535,2024-03-24,United States,Mexico,2.0,0.0
536,2024-03-24,Ecuador,Italy,0.0,2.0
537,2024-03-25,Cape Verde,Equatorial Guinea,1.0,0.0
538,2024-03-25,Sweden,Albania,1.0,0.0
539,2024-03-26,Algeria,South Africa,3.0,3.0
540,2024-03-26,Egypt,Croatia,2.0,4.0
541,2024-03-26,New Zealand,Tunisia,0.0,0.0
542,2024-03-26,Kuwait,Qatar,1.0,2.0
543,2024-03-26,Thailand,South Korea,0.0,3.0
544,2024-03-26,Uzbekistan,Hong Kong,3.0,0.0
545,2024-03-26,Turkmenistan,Iran,0.0,1.0
546,2024-03-26,Philippines,Iraq,0.0,5.0
547,2024-03-26,Tajikistan,Saudi Arabia,1.0,1.0
548,2024-03-26,Jordan,Pakistan,7.0,0.0
549,2024-03-26,Australia,Lebanon,5.0,0.0
550,2024-03-26,Argentina,Costa Rica,3.0,1.0
551,2024-03-26,Austria,Turkey,6.0,1.0
552,2024-03-26,Colombia,Romania,3.0,2.0
553,2024-03-26,Czech Republic,Armenia,2.0,1.0
554,2024-03-26,England,Belgium,2.0,2.0
555,2024-03-26,France,Chile,3.0,2.0
556,2024-03-26,Germany,Netherlands,2.0,1.0
557,2024-03-26,Ivory Coast,Uruguay,2.0,1.0
558,2024-03-26,Morocco,Mauritania,0.0,0.0
559,2024-03-26,Norway,Slovakia,1.0,1.0
560,2024-03-26,Republic of Ireland,Switzerland,0.0,1.0
561,2024-03-26,Scotland,Northern Ireland,0.0,1.0
562,2024-03-26,Senegal,Benin,1.0,0.0
563,2024-03-26,Slovenia,Portugal,2.0,0.0
564,2024-03-26,Spain,Brazil,3.0,3.0
565,2024-05-21,Galicia,Panama,0.0,2.0
566,2024-05-21,Basque Country,Uruguay,1.0,1.0
567,2024-05-31,Bolivia,Mexico,0.0,1.0
568,2024-05-31,Costa Rica,Uruguay,0.0,0.0
569,2024-06-03,Croatia,North Macedonia,3.0,0.0
570,2024-06-03,England,Bosnia and Herzegovina,3.0,0.0
571,2024-06-03,Germany,Ukraine,0.0,0.0
572,2024-06-03,Gibraltar,Scotland,0.0,2.0
573,2024-06-04,Austria,Serbia,2.0,1.0
574,2024-06-04,Italy,Turkey,0.0,0.0
575,2024-06-04,Portugal,Finland,4.0,2.0
576,2024-06-04,Switzerland,Estonia,4.0,0.0
577,2024-06-05,Belgium,Montenegro,2.0,0.0
578,2024-06-05,Denmark,Sweden,2.0,1.0
579,2024-06-05,France,Luxembourg,3.0,0.0
580,2024-06-05,Mexico,Uruguay,0.0,4.0
581,2024-06-05,Norway,Kosovo,3.0,0.0
582,2024-06-05,Spain,Andorra,5.0,0.0
583,2024-06-05,Tunisia,Equatorial Guinea,1.0,0.0
584,2024-06-06,Netherlands,Canada,4.0,0.0
585,2024-06-06,Egypt,Burkina Faso,2.0,1.0
586,2024-06-06,Senegal,DR Congo,1.0,1.0
587,2024-06-06,Algeria,Guinea,1.0,2.0
588,2024-06-06,Mali,Ghana,1.0,2.0
589,2024-06-06,Afghanistan,Qatar,0.0,0.0
590,2024-06-06,Myanmar,Japan,0.0,5.0
591,2024-06-06,Singapore,South Korea,0.0,7.0
592,2024-06-06,Uzbekistan,Turkmenistan,3.0,1.0
593,2024-06-06,Hong Kong,Iran,2.0,4.0
594,2024-06-06,Indonesia,Iraq,0.0,2.0
595,2024-06-06,Jordan,Tajikistan,3.0,0.0
596,2024-06-06,Pakistan,Saudi Arabia,0.0,3.0
597,2024-06-06,Bangladesh,Australia,0.0,2.0
598,2024-06-06,Haiti,Saint Lucia,2.0,1.0
599,2024-06-06,Panama,Guyana,2.0,0.0
600,2024-06-07,Czech Republic,Malta,7.0,1.0
601,2024-06-07,England,Iceland,0.0,1.0
602,2024-06-07,Germany,Greece,2.0,1.0
603,2024-06-07,Peru,Paraguay,0.0,0.0
604,2024-06-07,Scotland,Finland,2.0,2.0
605,2024-06-07,Nigeria,South Africa,1.0,1.0
606,2024-06-07,Morocco,Zambia,2.0,1.0
607,2024-06-07,Ivory Coast,Gabon,1.0,0.0
608,2024-06-08,Belgium,Luxembourg,3.0,0.0
609,2024-06-08,Denmark,Norway,3.0,1.0
610,2024-06-08,Mexico,Brazil,2.0,3.0
611,2024-06-08,Portugal,Croatia,1.0,2.0
612,2024-06-08,Spain,Northern Ireland,5.0,1.0
613,2024-06-08,Sweden,Serbia,0.0,3.0
614,2024-06-08,Switzerland,Austria,1.0,1.0
615,2024-06-08,United States,Colombia,1.0,5.0
616,2024-06-08,Cameroon,Cape Verde,4.0,1.0
617,2024-06-09,Argentina,Ecuador,1.0,0.0
618,2024-06-09,France,Canada,0.0,0.0
619,2024-06-09,Italy,Bosnia and Herzegovina,1.0,0.0
620,2024-06-09,Mauritania,Senegal,0.0,1.0
621,2024-06-09,DR Congo,Togo,1.0,0.0
622,2024-06-09,Namibia,Tunisia,0.0,0.0
623,2024-06-09,Barbados,Haiti,1.0,3.0
624,2024-06-09,Montserrat,Panama,1.0,3.0
625,2024-06-10,Czech Republic,North Macedonia,2.0,1.0
626,2024-06-10,Netherlands,Iceland,4.0,0.0
627,2024-06-10,Poland,Turkey,2.0,1.0
628,2024-06-10,Guinea-Bissau,Egypt,1.0,1.0
629,2024-06-10,Uganda,Algeria,1.0,2.0
630,2024-06-10,Ghana,Central African Republic,4.0,3.0
631,2024-06-11,Chile,Paraguay,3.0,0.0
632,2024-06-11,Portugal,Republic of Ireland,3.0,0.0
633,2024-06-11,South Africa,Zimbabwe,3.0,1.0
634,2024-06-11,Cape Verde,Libya,1.0,0.0
635,2024-06-11,Morocco,Congo,6.0,0.0
636,2024-06-11,Kenya,Ivory Coast,0.0,0.0
637,2024-06-11,Qatar,India,2.0,1.0
638,2024-06-11,Japan,Syria,5.0,0.0
639,2024-06-11,South Korea,China,1.0,0.0
640,2024-06-11,Iran,Uzbekistan,0.0,0.0
641,2024-06-11,Iraq,Vietnam,3.0,1.0
642,2024-06-11,Saudi Arabia,Jordan,1.0,2.0
643,2024-06-11,Australia,Palestine,5.0,0.0
644,2024-06-12,Ecuador,Bolivia,3.0,1.0
645,2024-06-12,United States,Brazil,1.0,1.0
646,2024-06-14,Germany,Scotland,5.0,1.0
647,2024-06-14,Argentina,Guatemala,4.0,1.0
648,2024-06-15,Hungary,Switzerland,1.0,3.0
649,2024-06-15,Spain,Croatia,3.0,0.0
650,2024-06-15,Colombia,Bolivia,3.0,0.0
651,2024-06-16,Ecuador,Honduras,2.0,1.0
652,2024-06-16,Serbia,England,0.0,1.0
653,2024-06-16,Poland,Netherlands,1.0,2.0
654,2024-06-16,Panama,Paraguay,0.0,1.0
655,2024-06-17,Austria,France,0.0,1.0
656,2024-06-17,Belgium,Slovakia,0.0,1.0
657,2024-06-18,Turkey,Georgia,3.0,1.0
658,2024-06-18,Portugal,Czech Republic,2.0,1.0
659,2024-06-18,New Zealand,Solomon Islands,3.0,0.0
660,2024-06-19,Germany,Hungary,2.0,0.0
661,2024-06-19,Scotland,Switzerland,1.0,1.0
662,2024-06-19,Croatia,Albania,2.0,2.0
663,2024-06-20,Spain,Italy,1.0,0.0
664,2024-06-20,Denmark,England,1.0,1.0
665,2024-06-20,Argentina,Canada,2.0,0.0
666,2024-06-21,Poland,Austria,1.0,3.0
667,2024-06-21,Netherlands,France,0.0,0.0
668,2024-06-21,Vanuatu,New Zealand,0.0,4.0
669,2024-06-22,Belgium,Romania,2.0,0.0
670,2024-06-22,Georgia,Czech Republic,1.0,1.0
671,2024-06-22,Turkey,Portugal,0.0,3.0
672,2024-06-22,Ecuador,Venezuela,1.0,2.0
673,2024-06-22,Mexico,Jamaica,1.0,0.0
674,2024-06-23,Germany,Switzerland,1.0,1.0
675,2024-06-23,Scotland,Hungary,0.0,1.0
676,2024-06-23,United States,Bolivia,2.0,0.0
677,2024-06-23,Uruguay,Panama,3.0,1.0
678,2024-06-24,Albania,Spain,0.0,1.0
679,2024-06-24,Croatia,Italy,1.0,1.0
680,2024-06-24,Colombia,Paraguay,2.0,1.0
681,2024-06-24,Brazil,Costa Rica,0.0,0.0
682,2024-06-25,England,Slovenia,0.0,0.0
683,2024-06-25,Netherlands,Austria,2.0,3.0
684,2024-06-25,France,Poland,1.0,1.0
685,2024-06-25,Peru,Canada,0.0,1.0
686,2024-06-25,Chile,Argentina,0.0,1.0
687,2024-06-26,Ukraine,Belgium,0.0,0.0
688,2024-06-26,Georgia,Portugal,2.0,0.0
689,2024-06-26,Czech Republic,Turkey,1.0,2.0
690,2024-06-26,Ecuador,Jamaica,3.0,1.0
691,2024-06-26,Venezuela,Mexico,1.0,0.0
692,2024-06-27,New Zealand,Tahiti,5.0,0.0
693,2024-06-27,United States,Panama,1.0,2.0
694,2024-06-27,Uruguay,Bolivia,5.0,0.0
695,2024-06-28,Colombia,Costa Rica,3.0,0.0
696,2024-06-28,Paraguay,Brazil,1.0,4.0
697,2024-06-29,Switzerland,Italy,2.0,0.0
698,2024-06-29,Germany,Denmark,2.0,0.0
699,2024-06-29,Argentina,Peru,2.0,0.0
700,2024-06-29,Canada,Chile,0.0,0.0
701,2024-06-30,England,Slovakia,2.0,1.0
702,2024-06-30,Spain,Georgia,4.0,1.0
703,2024-06-30,Vanuatu,New Zealand,0.0,3.0
704,2024-06-30,Mexico,Ecuador,0.0,0.0
705,2024-07-01,France,Belgium,1.0,0.0
706,2024-07-01,Portugal,Slovenia,0.0,0.0
707,2024-07-01,United States,Uruguay,0.0,1.0
708,2024-07-01,Bolivia,Panama,1.0,3.0
709,2024-07-02,Romania,Netherlands,0.0,3.0
710,2024-07-02,Austria,Turkey,1.0,2.0
711,2024-07-02,Brazil,Colombia,1.0,1.0
712,2024-07-02,Costa Rica,Paraguay,2.0,1.0
713,2024-07-04,Argentina,Ecuador,1.0,1.0
714,2024-07-05,Germany,Spain,1.0,2.0
715,2024-07-05,Portugal,France,0.0,0.0
716,2024-07-05,Venezuela,Canada,1.0,1.0
717,2024-07-06,England,Switzerland,1.0,1.0
718,2024-07-06,Netherlands,Turkey,2.0,1.0
719,2024-07-06,Uruguay,Brazil,0.0,0.0
720,2024-07-06,Colombia,Panama,5.0,0.0
721,2024-07-09,Spain,France,2.0,1.0
722,2024-07-09,Argentina,Canada,2.0,0.0
723,2024-07-10,Netherlands,England,1.0,2.0
724,2024-07-10,Uruguay,Colombia,0.0,1.0
725,2024-07-13,Canada,Uruguay,2.0,2.0
726,2024-07-14,Spain,England,2.0,1.0
727,2024-07-14,Argentina,Colombia,1.0,0.0
728,2024-07-27,Jordan,North Korea,0.0,0.0
729,2024-08-29,Jordan,North Korea,2.0,1.0
730,2024-09-01,Guatemala,Uruguay,1.0,1.0
731,2024-09-05,Tunisia,Madagascar,1.0,0.0
732,2024-09-05,Algeria,Equatorial Guinea,2.0,0.0
733,2024-09-05,Ghana,Angola,0.0,1.0
734,2024-09-05,Portugal,Croatia,2.0,1.0
735,2024-09-05,Scotland,Poland,2.0,3.0
736,2024-09-05,Denmark,Switzerland,2.0,0.0
737,2024-09-05,Serbia,Spain,0.0,0.0
738,2024-09-05,Azerbaijan,Sweden,1.0,3.0
739,2024-09-05,Argentina,Chile,3.0,0.0
740,2024-09-05,Qatar,United Arab Emirates,1.0,3.0
741,2024-09-05,Uzbekistan,North Korea,1.0,0.0
742,2024-09-05,Iran,Kyrgyzstan,1.0,0.0
743,2024-09-05,Iraq,Oman,1.0,0.0
744,2024-09-05,South Korea,Palestine,0.0,0.0
745,2024-09-05,Jordan,Kuwait,1.0,1.0
746,2024-09-05,Japan,China,7.0,0.0
747,2024-09-05,Australia,Bahrain,0.0,1.0
748,2024-09-05,Saudi Arabia,Indonesia,1.0,1.0
749,2024-09-06,Morocco,Gabon,4.0,1.0
750,2024-09-06,Egypt,Cape Verde,3.0,0.0
751,2024-09-06,Ivory Coast,Zambia,2.0,0.0
752,2024-09-06,DR Congo,Guinea,1.0,0.0
753,2024-09-06,South Africa,Uganda,2.0,2.0
754,2024-09-06,Senegal,Burkina Faso,1.0,1.0
755,2024-09-06,Puerto Rico,Haiti,1.0,4.0
756,2024-09-06,Belgium,Israel,3.0,1.0
757,2024-09-06,France,Italy,1.0,3.0
758,2024-09-06,Kazakhstan,Norway,0.0,0.0
759,2024-09-06,Slovenia,Austria,1.0,1.0
760,2024-09-06,Wales,Turkey,0.0,0.0
761,2024-09-06,Peru,Colombia,1.0,1.0
762,2024-09-06,Uruguay,Paraguay,0.0,0.0
763,2024-09-06,Brazil,Ecuador,1.0,0.0
764,2024-09-07,Mexico,New Zealand,3.0,0.0
765,2024-09-07,United States,Canada,1.0,2.0
766,2024-09-07,Germany,Hungary,5.0,0.0
767,2024-09-07,Netherlands,Bosnia and Herzegovina,5.0,2.0
768,2024-09-07,Georgia,Czech Republic,4.0,1.0
769,2024-09-07,Republic of Ireland,England,0.0,2.0
770,2024-09-08,Gambia,Tunisia,1.0,2.0
771,2024-09-08,Portugal,Scotland,2.0,1.0
772,2024-09-08,Croatia,Poland,1.0,0.0
773,2024-09-08,Switzerland,Spain,1.0,4.0
774,2024-09-08,Sweden,Estonia,3.0,0.0
775,2024-09-09,Morocco,Lesotho,1.0,0.0
776,2024-09-09,Niger,Ghana,1.0,1.0
777,2024-09-09,Ethiopia,DR Congo,0.0,2.0
778,2024-09-09,Burundi,Senegal,0.0,1.0
779,2024-09-09,Haiti,Sint Maarten,6.0,0.0
780,2024-09-09,France,Belgium,2.0,0.0
781,2024-09-09,Norway,Austria,2.0,1.0
782,2024-09-09,Turkey,Iceland,3.0,1.0
783,2024-09-10,Mexico,Canada,0.0,0.0
784,2024-09-10,United States,New Zealand,1.0,1.0
785,2024-09-10,Botswana,Egypt,0.0,4.0
786,2024-09-10,Cape Verde,Mauritania,2.0,0.0
787,2024-09-10,Liberia,Algeria,0.0,3.0
788,2024-09-10,Chad,Ivory Coast,0.0,2.0
789,2024-09-10,South Sudan,South Africa,2.0,3.0
790,2024-09-10,Hungary,Bosnia and Herzegovina,0.0,0.0
791,2024-09-10,Netherlands,Germany,2.0,2.0
792,2024-09-10,Czech Republic,Ukraine,3.0,2.0
793,2024-09-10,England,Finland,2.0,0.0
794,2024-09-10,Colombia,Argentina,2.0,1.0
795,2024-09-10,Ecuador,Peru,1.0,0.0
796,2024-09-10,Venezuela,Uruguay,0.0,0.0
797,2024-09-10,Paraguay,Brazil,1.0,0.0
798,2024-09-10,North Korea,Qatar,2.0,2.0
799,2024-09-10,Kyrgyzstan,Uzbekistan,2.0,3.0
800,2024-09-10,United Arab Emirates,Iran,0.0,1.0
801,2024-09-10,Oman,South Korea,1.0,3.0
802,2024-09-10,Kuwait,Iraq,0.0,0.0
803,2024-09-10,Palestine,Jordan,1.0,3.0
804,2024-09-10,Bahrain,Japan,0.0,5.0
805,2024-09-10,Indonesia,Australia,0.0,0.0
806,2024-09-10,China,Saudi Arabia,1.0,2.0
807,2024-10-10,Cape Verde,Botswana,0.0,1.0
808,2024-10-10,Algeria,Togo,5.0,1.0
809,2024-10-10,Ghana,Sudan,0.0,0.0
810,2024-10-10,DR Congo,Tanzania,1.0,0.0
811,2024-10-10,Israel,France,1.0,4.0
812,2024-10-10,Italy,Belgium,2.0,2.0
813,2024-10-10,England,Greece,1.0,2.0
814,2024-10-10,Austria,Kazakhstan,4.0,0.0
815,2024-10-10,Norway,Slovenia,3.0,0.0
816,2024-10-10,Bolivia,Colombia,1.0,0.0
817,2024-10-10,Ecuador,Paraguay,0.0,0.0
818,2024-10-10,Venezuela,Argentina,1.0,1.0
819,2024-10-10,Chile,Brazil,1.0,2.0
820,2024-10-10,Qatar,Kyrgyzstan,3.0,1.0
821,2024-10-10,Uzbekistan,Iran,0.0,0.0
822,2024-10-10,Jordan,South Korea,0.0,2.0
823,2024-10-10,Iraq,Palestine,1.0,0.0
824,2024-10-10,Australia,China,3.0,1.0
825,2024-10-10,Saudi Arabia,Japan,0.0,2.0
826,2024-10-11,Tunisia,Comoros,0.0,1.0
827,2024-10-11,Egypt,Mauritania,2.0,0.0
828,2024-10-11,Ivory Coast,Sierra Leone,4.0,1.0
829,2024-10-11,South Africa,Congo,5.0,0.0
830,2024-10-11,Senegal,Malawi,4.0,0.0
831,2024-10-11,Aruba,Haiti,1.0,3.0
832,2024-10-11,Bosnia and Herzegovina,Germany,1.0,2.0
833,2024-10-11,Hungary,Netherlands,1.0,1.0
834,2024-10-11,Czech Republic,Albania,2.0,0.0
835,2024-10-11,Turkey,Montenegro,1.0,0.0
836,2024-10-11,Slovakia,Sweden,2.0,2.0
837,2024-10-11,Peru,Uruguay,1.0,0.0
838,2024-10-11,New Zealand,Tahiti,3.0,0.0
839,2024-10-12,United States,Panama,2.0,0.0
840,2024-10-12,Morocco,Central African Republic,5.0,0.0
841,2024-10-12,Croatia,Scotland,2.0,1.0
842,2024-10-12,Poland,Portugal,1.0,3.0
843,2024-10-12,Serbia,Switzerland,2.0,0.0
844,2024-10-12,Spain,Denmark,1.0,0.0
845,2024-10-13,Finland,England,1.0,3.0
846,2024-10-13,Austria,Norway,5.0,1.0
847,2024-10-14,New Zealand,Malaysia,4.0,0.0
848,2024-10-14,Togo,Algeria,0.0,1.0
849,2024-10-14,Aruba,Haiti,3.0,5.0
850,2024-10-14,Belgium,France,1.0,2.0
851,2024-10-14,Bosnia and Herzegovina,Hungary,0.0,2.0
852,2024-10-14,Germany,Netherlands,1.0,0.0
853,2024-10-14,Ukraine,Czech Republic,1.0,1.0
854,2024-10-14,Iceland,Turkey,2.0,4.0
855,2024-10-14,Estonia,Sweden,0.0,3.0
856,2024-10-15,Canada,Panama,2.0,1.0
857,2024-10-15,Mexico,United States,2.0,0.0
858,2024-10-15,Comoros,Tunisia,1.0,1.0
859,2024-10-15,Morocco,Central African Republic,4.0,0.0
860,2024-10-15,Mauritania,Egypt,0.0,1.0
861,2024-10-15,Botswana,Cape Verde,1.0,0.0
862,2024-10-15,Sudan,Ghana,2.0,0.0
863,2024-10-15,Sierra Leone,Ivory Coast,1.0,0.0
864,2024-10-15,Tanzania,DR Congo,0.0,2.0
865,2024-10-15,Congo,South Africa,1.0,1.0
866,2024-10-15,Malawi,Senegal,0.0,1.0
867,2024-10-15,Scotland,Portugal,0.0,0.0
868,2024-10-15,Poland,Croatia,3.0,3.0
869,2024-10-15,Spain,Serbia,3.0,0.0
870,2024-10-15,Switzerland,Denmark,2.0,2.0
871,2024-10-15,Colombia,Chile,4.0,0.0
872,2024-10-15,Paraguay,Venezuela,2.0,1.0
873,2024-10-15,Uruguay,Ecuador,0.0,0.0
874,2024-10-15,Argentina,Bolivia,6.0,0.0
875,2024-10-15,Brazil,Peru,4.0,0.0
876,2024-10-15,Uzbekistan,United Arab Emirates,1.0,0.0
877,2024-10-15,Iran,Qatar,4.0,1.0
878,2024-10-15,Jordan,Oman,4.0,0.0
879,2024-10-15,South Korea,Iraq,3.0,2.0
880,2024-10-15,Japan,Australia,1.0,1.0
881,2024-10-15,Saudi Arabia,Bahrain,0.0,0.0
882,2024-11-14,Belgium,Italy,0.0,1.0
883,2024-11-14,France,Israel,0.0,0.0
884,2024-11-14,Greece,England,0.0,3.0
885,2024-11-14,Kazakhstan,Austria,0.0,2.0
886,2024-11-14,Slovenia,Norway,1.0,4.0
887,2024-11-14,Costa Rica,Panama,0.0,1.0
888,2024-11-14,Jamaica,United States,0.0,1.0
889,2024-11-14,Venezuela,Brazil,1.0,1.0
890,2024-11-14,Ecuador,Bolivia,4.0,0.0
891,2024-11-14,Paraguay,Argentina,2.0,1.0
892,2024-11-14,North Korea,Iran,2.0,3.0
893,2024-11-14,Qatar,Uzbekistan,3.0,2.0
894,2024-11-14,Kuwait,South Korea,1.0,3.0
895,2024-11-14,Iraq,Jordan,0.0,0.0
896,2024-11-14,Australia,Saudi Arabia,0.0,0.0
897,2024-11-14,Madagascar,Tunisia,2.0,3.0
898,2024-11-14,Equatorial Guinea,Algeria,0.0,0.0
899,2024-11-14,Burkina Faso,Senegal,0.0,1.0
900,2024-11-15,Portugal,Poland,5.0,1.0
901,2024-11-15,Scotland,Croatia,1.0,0.0
902,2024-11-15,Denmark,Spain,1.0,2.0
903,2024-11-15,Switzerland,Serbia,1.0,1.0
904,2024-11-15,Sint Maarten,Haiti,0.0,8.0
905,2024-11-15,Honduras,Mexico,2.0,0.0
906,2024-11-15,Suriname,Canada,0.0,1.0
907,2024-11-15,Uruguay,Colombia,3.0,2.0
908,2024-11-15,New Zealand,Vanuatu,8.0,1.0
909,2024-11-15,Indonesia,Japan,0.0,4.0
910,2024-11-15,Gabon,Morocco,1.0,5.0
911,2024-11-15,Cape Verde,Egypt,1.0,1.0
912,2024-11-15,Angola,Ghana,1.0,1.0
913,2024-11-15,Zambia,Ivory Coast,1.0,0.0
914,2024-11-15,Uganda,South Africa,0.0,2.0
915,2024-11-16,Germany,Bosnia and Herzegovina,7.0,0.0
916,2024-11-16,Netherlands,Hungary,4.0,0.0
917,2024-11-16,Albania,Czech Republic,0.0,0.0
918,2024-11-16,Turkey,Wales,0.0,0.0
919,2024-11-16,Sweden,Slovakia,2.0,1.0
920,2024-11-16,Guinea,DR Congo,1.0,0.0
921,2024-11-17,Israel,Belgium,1.0,0.0
922,2024-11-17,Italy,France,1.0,3.0
923,2024-11-17,England,Republic of Ireland,5.0,0.0
924,2024-11-17,Norway,Kazakhstan,5.0,0.0
925,2024-11-17,Austria,Slovenia,1.0,1.0
926,2024-11-17,Algeria,Liberia,5.0,1.0
927,2024-11-18,Croatia,Portugal,1.0,1.0
928,2024-11-18,Poland,Scotland,1.0,2.0
929,2024-11-18,Spain,Switzerland,3.0,2.0
930,2024-11-18,Puerto Rico,Haiti,0.0,3.0
931,2024-11-18,Panama,Costa Rica,2.0,2.0
932,2024-11-18,United States,Jamaica,4.0,2.0
933,2024-11-18,New Zealand,Samoa,8.0,0.0
934,2024-11-18,Tunisia,Gambia,0.0,1.0
935,2024-11-18,Morocco,Lesotho,7.0,0.0
936,2024-11-18,Ghana,Niger,1.0,2.0
937,2024-11-19,Bosnia and Herzegovina,Netherlands,1.0,1.0
938,2024-11-19,Hungary,Germany,1.0,1.0
939,2024-11-19,Czech Republic,Georgia,2.0,1.0
940,2024-11-19,Montenegro,Turkey,3.0,1.0
941,2024-11-19,Sweden,Azerbaijan,6.0,0.0
942,2024-11-19,Canada,Suriname,3.0,0.0
943,2024-11-19,Mexico,Honduras,4.0,0.0
944,2024-11-19,Bolivia,Paraguay,2.0,2.0
945,2024-11-19,Colombia,Ecuador,0.0,1.0
946,2024-11-19,Argentina,Peru,1.0,0.0
947,2024-11-19,Brazil,Uruguay,1.0,1.0
948,2024-11-19,North Korea,Uzbekistan,0.0,1.0
949,2024-11-19,Kyrgyzstan,Iran,2.0,3.0
950,2024-11-19,United Arab Emirates,Qatar,5.0,0.0
951,2024-11-19,Palestine,South Korea,1.0,1.0
952,2024-11-19,Oman,Iraq,0.0,1.0
953,2024-11-19,Kuwait,Jordan,1.0,1.0
954,2024-11-19,Bahrain,Australia,2.0,2.0
955,2024-11-19,Indonesia,Saudi Arabia,2.0,0.0
956,2024-11-19,China,Japan,1.0,3.0
957,2024-11-19,Egypt,Botswana,1.0,1.0
958,2024-11-19,Mauritania,Cape Verde,1.0,0.0
959,2024-11-19,Ivory Coast,Chad,4.0,0.0
960,2024-11-19,DR Congo,Ethiopia,1.0,2.0
961,2024-11-19,South Africa,South Sudan,3.0,0.0
962,2024-11-19,Senegal,Burundi,2.0,0.0
963,2024-12-21,Qatar,United Arab Emirates,1.0,1.0
964,2024-12-22,Iraq,Yemen,1.0,0.0
965,2024-12-22,Saudi Arabia,Bahrain,2.0,3.0
966,2024-12-24,Oman,Qatar,2.0,1.0
967,2024-12-25,Yemen,Saudi Arabia,2.0,3.0
968,2024-12-25,Bahrain,Iraq,2.0,0.0
969,2024-12-27,Kuwait,Qatar,1.0,1.0
970,2024-12-28,Iraq,Saudi Arabia,1.0,3.0
971,2024-12-31,Oman,Saudi Arabia,2.0,1.0
972,2025-01-18,United States,Venezuela,3.0,1.0
973,2025-01-22,United States,Costa Rica,3.0,0.0
974,2025-01-22,Uzbekistan,Jordan,0.0,0.0
975,2025-02-08,Chile,Panama,6.0,1.0
976,2025-03-14,Jordan,North Korea,1.0,1.0
977,2025-03-19,Liberia,Tunisia,0.0,1.0
978,2025-03-20,Canada,Mexico,0.0,2.0
979,2025-03-20,United States,Panama,0.0,1.0
980,2025-03-20,Croatia,France,2.0,0.0
981,2025-03-20,Denmark,Portugal,1.0,0.0
982,2025-03-20,Italy,Germany,1.0,2.0
983,2025-03-20,Netherlands,Spain,2.0,2.0
984,2025-03-20,Austria,Serbia,1.0,1.0
985,2025-03-20,Greece,Scotland,0.0,1.0
986,2025-03-20,Turkey,Hungary,3.0,1.0
987,2025-03-20,Ukraine,Belgium,3.0,1.0
988,2025-03-20,Paraguay,Chile,1.0,0.0
989,2025-03-20,Brazil,Colombia,2.0,1.0
990,2025-03-20,Iran,United Arab Emirates,2.0,0.0
991,2025-03-20,Uzbekistan,Kyrgyzstan,1.0,0.0
992,2025-03-20,Qatar,North Korea,5.0,1.0
993,2025-03-20,South Korea,Oman,1.0,1.0
994,2025-03-20,Iraq,Kuwait,2.0,2.0
995,2025-03-20,Jordan,Palestine,3.0,1.0
996,2025-03-20,Japan,Bahrain,2.0,0.0
997,2025-03-20,Australia,Indonesia,5.0,1.0
998,2025-03-20,Saudi Arabia,China,1.0,0.0
999,2025-03-20,Cape Verde,Mauritius,1.0,0.0
1000,2025-03-21,Northern Ireland,Switzerland,1.0,1.0
1001,2025-03-21,Ecuador,Venezuela,2.0,1.0
1002,2025-03-21,Uruguay,Argentina,0.0,1.0
1003,2025-03-21,New Zealand,Fiji,7.0,0.0
1004,2025-03-21,Ethiopia,Egypt,0.0,2.0
1005,2025-03-21,DR Congo,South Sudan,1.0,0.0
